protein1,protein2,combined_score
4932.Q0275,4932.YPR191W,999
4932.Q0275,4932.YGR222W,921
4932.Q0275,4932.YHR001W-A,993
4932.Q0275,4932.YMR014W,985
4932.Q0275,4932.YLR163C,935
4932.Q0275,4932.YFR033C,983
4932.Q0275,4932.YIL155C,750
4932.Q0275,4932.YJR051W,741
4932.Q0275,4932.YER153C,949
4932.Q0275,4932.YDR529C,999
4932.Q0275,4932.YLL041C,956
4932.Q0275,4932.YPL172C,967
4932.Q0275,4932.YHR024C,816
4932.Q0275,4932.YJR048W,921
4932.Q0275,4932.YML043C,903
4932.Q0275,4932.YNR045W,973
4932.Q0275,4932.YKL141W,834
4932.Q0275,4932.YLR038C,999
4932.Q0275,4932.YJL045W,741
4932.Q0275,4932.YLR203C,743
4932.Q0275,4932.YMR118C,834
4932.Q0275,4932.YLR142W,753
4932.Q0275,4932.YNL052W,999
4932.Q0275,4932.YGR183C,999
4932.Q0275,4932.YGL187C,999
4932.Q0275,4932.YDR317W,718
4932.Q0275,4932.YBR024W,776
4932.Q0275,4932.YER141W,881
4932.Q0275,4932.YBR037C,776
4932.Q0275,4932.YPL132W,952
4932.Q0275,4932.YHR051W,999
4932.Q0275,4932.YKL148C,745
4932.Q0275,4932.YER004W,718
4932.Q0275,4932.YER154W,796
4932.Q0275,4932.YIL111W,999
4932.YAL001C,4932.YHR143W-A,783
4932.YAL001C,4932.YNL039W,994
4932.YAL001C,4932.YER148W,977
4932.YAL001C,4932.YBR123C,999
4932.YAL001C,4932.YNL151C,756
4932.YAL001C,4932.YJL011C,808
4932.YAL001C,4932.YPR190C,783
4932.YAL001C,4932.YDR362C,999
4932.YAL001C,4932.YPR186C,910
4932.YAL001C,4932.YGR246C,993
4932.YAL001C,4932.YOR110W,999
4932.YAL001C,4932.YPL007C,999
4932.YAL001C,4932.YOR116C,765
4932.YAL001C,4932.YDL150W,708
4932.YAL001C,4932.YGR047C,999
4932.YAL002W,4932.YNL093W,744
4932.YAL002W,4932.YLR417W,833
4932.YAL002W,4932.YBL017C,741
4932.YAL002W,4932.YOR106W,824
4932.YAL002W,4932.YML001W,881
4932.YAL002W,4932.YPL045W,999
4932.YAL002W,4932.YLR396C,999
4932.YAL002W,4932.YGL212W,786
4932.YAL002W,4932.YDR323C,888
4932.YAL002W,4932.YGL095C,844
4932.YAL002W,4932.YOR036W,901
4932.YAL002W,4932.YGL124C,814
4932.YAL002W,4932.YDR495C,999
4932.YAL002W,4932.YKR014C,998
4932.YAL002W,4932.YJL053W,722
4932.YAL002W,4932.YDL077C,999
4932.YAL002W,4932.YBR131W,837
4932.YAL002W,4932.YOR089C,999
4932.YAL002W,4932.YML097C,923
4932.YAL002W,4932.YLR148W,999
4932.YAL002W,4932.YMR231W,999
4932.YAL002W,4932.YDR080W,987
4932.YAL002W,4932.YJL154C,714
4932.YAL003W,4932.YLR325C,729
4932.YAL003W,4932.YNR036C,710
4932.YAL003W,4932.YDR450W,887
4932.YAL003W,4932.YJL025W,738
4932.YAL003W,4932.YDR064W,968
4932.YAL003W,4932.YGR118W,845
4932.YAL003W,4932.YML026C,865
4932.YAL003W,4932.YLR029C,873
4932.YAL003W,4932.YPR132W,825
4932.YAL003W,4932.YEL034W,927
4932.YAL003W,4932.YOR369C,958
4932.YAL003W,4932.YDR337W,776
4932.YAL003W,4932.YNL014W,734
4932.YAL003W,4932.YBR189W,891
4932.YAL003W,4932.YOL121C,878
4932.YAL003W,4932.YGL076C,875
4932.YAL003W,4932.YJL177W,853
4932.YAL003W,4932.YJR113C,787
4932.YAL003W,4932.YGL135W,799
4932.YAL003W,4932.YMR142C,853
4932.YAL003W,4932.YPR060C,759
4932.YAL003W,4932.YLR333C,852
4932.YAL003W,4932.YDR013W,745
4932.YAL003W,4932.YMR143W,822
4932.YAL003W,4932.YDL136W,864
4932.YAL003W,4932.YNL069C,833
4932.YAL003W,4932.YLR344W,848
4932.YAL003W,4932.YKL009W,817
4932.YAL003W,4932.YOR362C,732
4932.YAL003W,4932.YGR034W,817
4932.YAL003W,4932.YIR038C,726
4932.YAL003W,4932.YER074W,847
4932.YAL003W,4932.YDR237W,730
4932.YAL003W,4932.YJR047C,887
4932.YAL003W,4932.YPL220W,801
4932.YAL003W,4932.YIL069C,835
4932.YAL003W,4932.YLR075W,933
4932.YAL003W,4932.YJR123W,968
4932.YAL003W,4932.YHL004W,703
4932.YAL003W,4932.YDL083C,848
4932.YAL003W,4932.YOR234C,804
4932.YAL003W,4932.YGR148C,856
4932.YAL003W,4932.YKL081W,999
4932.YAL003W,4932.YPL048W,999
4932.YAL003W,4932.YOR293W,830
4932.YAL003W,4932.YHR193C,891
4932.YAL003W,4932.YML048W,776
4932.YAL003W,4932.YJL191W,719
4932.YAL003W,4932.YNL096C,867
4932.YAL003W,4932.YLR060W,941
4932.YAL003W,4932.YNL067W,920
4932.YAL003W,4932.YBL027W,847
4932.YAL003W,4932.YHR203C,844
4932.YAL003W,4932.YPR017C,723
4932.YAL003W,4932.YLR283W,726
4932.YAL003W,4932.YNL229C,737
4932.YAL003W,4932.YLR441C,872
4932.YAL003W,4932.YGL147C,838
4932.YAL003W,4932.YNL185C,799
4932.YAL003W,4932.YDR012W,823
4932.YAL003W,4932.YGR201C,982
4932.YAL003W,4932.YLL045C,865
4932.YAL003W,4932.YDL191W,888
4932.YAL003W,4932.YNL178W,978
4932.YAL003W,4932.YPL198W,846
4932.YAL003W,4932.YGL189C,847
4932.YAL003W,4932.YHL001W,823
4932.YAL003W,4932.YGR214W,936
4932.YAL003W,4932.YMR230W,810
4932.YAL003W,4932.YDL130W,842
4932.YAL003W,4932.YMR188C,761
4932.YAL003W,4932.YPL090C,804
4932.YAL003W,4932.YPL131W,961
4932.YAL003W,4932.YKL067W,811
4932.YAL003W,4932.YKR094C,791
4932.YAL003W,4932.YDR471W,819
4932.YAL003W,4932.YGL103W,945
4932.YAL003W,4932.YKL170W,790
4932.YAL003W,4932.YGL123W,977
4932.YAL003W,4932.YBL087C,868
4932.YAL003W,4932.YPR187W,767
4932.YAL003W,4932.YOR063W,929
4932.YAL003W,4932.YLR249W,966
4932.YAL003W,4932.YPR102C,829
4932.YAL003W,4932.YIL018W,840
4932.YAL003W,4932.YDL075W,888
4932.YAL003W,4932.YPL081W,831
4932.YAL003W,4932.YNL301C,851
4932.YAL003W,4932.YBR048W,842
4932.YAL003W,4932.YGR085C,824
4932.YAL003W,4932.YOR096W,895
4932.YAL003W,4932.YDR382W,880
4932.YAL003W,4932.YPL143W,831
4932.YAL003W,4932.YMR242C,868
4932.YAL003W,4932.YJL190C,792
4932.YAL003W,4932.YHR141C,714
4932.YAL003W,4932.YER117W,868
4932.YAL003W,4932.YPR043W,718
4932.YAL003W,4932.YGL030W,962
4932.YAL003W,4932.YOR133W,866
4932.YAL003W,4932.YKL056C,989
4932.YAL003W,4932.YNL002C,732
4932.YAL003W,4932.YMR146C,902
4932.YAL003W,4932.YLR340W,982
4932.YAL003W,4932.YDR041W,744
4932.YAL003W,4932.YER131W,828
4932.YAL003W,4932.YML024W,850
4932.YAL003W,4932.YNL177C,755
4932.YAL003W,4932.YOL040C,972
4932.YAL003W,4932.YBR084C-A,829
4932.YAL003W,4932.YLR167W,904
4932.YAL003W,4932.YKL006W,844
4932.YAL003W,4932.YBR191W,863
4932.YAL003W,4932.YML073C,857
4932.YAL003W,4932.YER056C-A,838
4932.YAL003W,4932.YLR406C,846
4932.YAL003W,4932.YGR220C,746
4932.YAL003W,4932.YJL138C,761
4932.YAL003W,4932.YGL031C,843
4932.YAL003W,4932.YIL052C,829
4932.YAL003W,4932.YLR185W,725
4932.YAL003W,4932.YJL189W,793
4932.YAL003W,4932.YOR052C,737
4932.YAL003W,4932.YJL136C,903
4932.YAL003W,4932.YJR145C,852
4932.YAL003W,4932.YHR010W,815
4932.YAL003W,4932.YHR143W-A,736
4932.YAL003W,4932.YOL039W,900
4932.YAL003W,4932.YLL060C,726
4932.YAL003W,4932.YBL072C,840
4932.YAL003W,4932.YOL120C,863
4932.YAL003W,4932.YDL081C,842
4932.YAL003W,4932.YDR500C,735
4932.YAL003W,4932.YFR031C-A,841
4932.YAL003W,4932.YMR074C,840
4932.YAL003W,4932.YCR031C,820
4932.YAL003W,4932.YMR116C,983
4932.YAL003W,4932.YLR448W,864
4932.YAL003W,4932.YER102W,855
4932.YAL003W,4932.YML063W,885
4932.YAL003W,4932.YDL082W,836
4932.YAL003W,4932.YIL133C,828
4932.YAL003W,4932.YGR027C,830
4932.YAL003W,4932.YKL180W,863
4932.YAL003W,4932.YDR116C,730
4932.YAL003W,4932.YNL302C,842
4932.YAL003W,4932.YBR031W,846
4932.YAL003W,4932.YIL148W,808
4932.YAL003W,4932.YHL015W,963
4932.YAL003W,4932.YNL244C,747
4932.YAL003W,4932.YEL054C,867
4932.YAL003W,4932.YDR447C,818
4932.YAL003W,4932.YDR385W,948
4932.YAL003W,4932.YOR312C,841
4932.YAL003W,4932.YKR059W,739
4932.YAL003W,4932.YBR118W,999
4932.YAL003W,4932.YLR264W,741
4932.YAL003W,4932.YNL081C,759
4932.YAL003W,4932.YMR121C,813
4932.YAL003W,4932.YOR167C,742
4932.YAL003W,4932.YDR418W,853
4932.YAL003W,4932.YPL079W,864
4932.YAL003W,4932.YLR048W,837
4932.YAL003W,4932.YOL127W,954
4932.YAL003W,4932.YHL033C,845
4932.YAL003W,4932.YLR150W,745
4932.YAL003W,4932.YBL092W,933
4932.YAL003W,4932.YDR025W,852
4932.YAL003W,4932.YBR181C,798
4932.YAL003W,4932.YPR080W,998
4932.YAL003W,4932.YMR194W,723
4932.YAL004W,4932.YBR113W,835
4932.YAL004W,4932.YOR053W,909
4932.YAL004W,4932.YML109W,708
4932.YAL005C,4932.YLR259C,903
4932.YAL005C,4932.YGR192C,830
4932.YAL005C,4932.YLR090W,850
4932.YAL005C,4932.YBL075C,820
4932.YAL005C,4932.YHR206W,726
4932.YAL005C,4932.YNL077W,970
4932.YAL005C,4932.YJL034W,759
4932.YAL005C,4932.YDL126C,740
4932.YAL005C,4932.YLL024C,995
4932.YAL005C,4932.YOR027W,997
4932.YAL005C,4932.YDR510W,701
4932.YAL005C,4932.YMR161W,865
4932.YAL005C,4932.YNL227C,842
4932.YAL005C,4932.YBR155W,859
4932.YAL005C,4932.YMR214W,800
4932.YAL005C,4932.YJR009C,804
4932.YAL005C,4932.YDR320C,878
4932.YAL005C,4932.YLR216C,817
4932.YAL005C,4932.YDR143C,709
4932.YAL005C,4932.YNL064C,999
4932.YAL005C,4932.YJL162C,720
4932.YAL005C,4932.YGR254W,711
4932.YAL005C,4932.YML028W,857
4932.YAL005C,4932.YGL123W,757
4932.YAL005C,4932.YBR072W,949
4932.YAL005C,4932.YJL052W,807
4932.YAL005C,4932.YBR169C,875
4932.YAL005C,4932.YJR032W,845
4932.YAL005C,4932.YDR172W,994
4932.YAL005C,4932.YIL016W,872
4932.YAL005C,4932.YGR285C,908
4932.YAL005C,4932.YCL043C,737
4932.YAL005C,4932.YJL073W,781
4932.YAL005C,4932.YOR063W,725
4932.YAL005C,4932.YLL026W,998
4932.YAL005C,4932.YDR188W,716
4932.YAL005C,4932.YDR258C,932
4932.YAL005C,4932.YPL240C,999
4932.YAL005C,4932.YJR097W,717
4932.YAL005C,4932.YMR186W,999
4932.YAL005C,4932.YHR174W,734
4932.YAL005C,4932.YDR171W,925
4932.YAL005C,4932.YNL007C,999
4932.YAL005C,4932.YHR117W,986
4932.YAL005C,4932.YKL060C,710
4932.YAL005C,4932.YER103W,898
4932.YAL005C,4932.YDR214W,796
4932.YAL005C,4932.YGL018C,717
4932.YAL005C,4932.YCL028W,907
4932.YAL005C,4932.YOR007C,942
4932.YAL005C,4932.YCR012W,784
4932.YAL005C,4932.YGL073W,992
4932.YAL005C,4932.YFL016C,847
4932.YAL005C,4932.YBR101C,991
4932.YAL005C,4932.YDL229W,777
4932.YAL005C,4932.YPL106C,996
4932.YAL005C,4932.YGL128C,720
4932.YAL005C,4932.YOR232W,864
4932.YAL005C,4932.YNL229C,928
4932.YAL005C,4932.YOR020C,757
4932.YAL007C,4932.YGL002W,968
4932.YAL007C,4932.YGR284C,855
4932.YAL007C,4932.YGL200C,990
4932.YAL007C,4932.YFL048C,768
4932.YAL007C,4932.YHR110W,906
4932.YAL007C,4932.YJL034W,785
4932.YAL007C,4932.YAL042W,721
4932.YAL007C,4932.YOR016C,996
4932.YAL007C,4932.YBR210W,745
4932.YAL007C,4932.YAR002C-A,994
4932.YAL007C,4932.YML012W,999
4932.YAL007C,4932.YBR245C,738
4932.YAL007C,4932.YLR342W,725
4932.YAL007C,4932.YGL054C,762
4932.YAL008W,4932.YBL078C,909
4932.YAL008W,4932.YPL186C,742
4932.YAL008W,4932.YGL180W,751
4932.YAL008W,4932.YIL136W,716
4932.YAL008W,4932.YBR053C,791
4932.YAL008W,4932.YIL087C,818
4932.YAL009W,4932.YJR042W,805
4932.YAL009W,4932.YHR004C,999
4932.YAL009W,4932.YDR284C,866
4932.YAL009W,4932.YMR165C,989
4932.YAL009W,4932.YDR503C,858
4932.YAL009W,4932.YDL040C,742
4932.YAL009W,4932.YOL001W,706
4932.YAL009W,4932.YKL057C,849
4932.YAL009W,4932.YGL100W,831
4932.YAL009W,4932.YHL020C,729
4932.YAL009W,4932.YOR311C,866
4932.YAL009W,4932.YPL031C,719
4932.YAL009W,4932.YDL116W,930
4932.YAL010C,4932.YGR181W,757
4932.YAL010C,4932.YGR132C,723
4932.YAL010C,4932.YJR135W-A,782
4932.YAL010C,4932.YAL048C,996
4932.YAL010C,4932.YKL053C-A,818
4932.YAL010C,4932.YLL040C,906
4932.YAL010C,4932.YOR228C,943
4932.YAL010C,4932.YOL026C,842
4932.YAL010C,4932.YNL070W,991
4932.YAL010C,4932.YDR049W,768
4932.YAL010C,4932.YPR133W-A,912
4932.YAL010C,4932.YLR253W,778
4932.YAL010C,4932.YHR083W,999
4932.YAL010C,4932.YDL142C,821
4932.YAL010C,4932.YLL001W,964
4932.YAL010C,4932.YNL131W,988
4932.YAL010C,4932.YLL006W,999
4932.YAL010C,4932.YNL121C,967
4932.YAL010C,4932.YOR147W,864
4932.YAL010C,4932.YOL009C,999
4932.YAL010C,4932.YBR170C,720
4932.YAL010C,4932.YJL054W,749
4932.YAL010C,4932.YNL026W,999
4932.YAL010C,4932.YGL219C,999
4932.YAL010C,4932.YDL126C,724
4932.YAL010C,4932.YHR194W,920
4932.YAL010C,4932.YMR060C,999
4932.YAL010C,4932.YMR203W,996
4932.YAL010C,4932.YNL055C,776
4932.YAL010C,4932.YGR082W,921
4932.YAL010C,4932.YJR144W,701
4932.YAL010C,4932.YLR072W,837
4932.YAL010C,4932.YOR045W,910
4932.YAL010C,4932.YBR179C,849
4932.YAL010C,4932.YDL077C,747
4932.YAL011W,4932.YML094W,761
4932.YAL011W,4932.YJL081C,982
4932.YAL011W,4932.YOR349W,733
4932.YAL011W,4932.YOR189W,913
4932.YAL011W,4932.YEL044W,720
4932.YAL011W,4932.YGL150C,906
4932.YAL011W,4932.YOR141C,754
4932.YAL011W,4932.YGL127C,745
4932.YAL011W,4932.YML041C,997
4932.YAL011W,4932.YBR103W,742
4932.YAL011W,4932.YOL111C,785
4932.YAL011W,4932.YLR399C,971
4932.YAL011W,4932.YER092W,773
4932.YAL011W,4932.YPL129W,928
4932.YAL011W,4932.YOL012C,943
4932.YAL011W,4932.YDL002C,902
4932.YAL011W,4932.YDR190C,991
4932.YAL011W,4932.YNL059C,904
4932.YAL011W,4932.YLR385C,989
4932.YAL011W,4932.YPL241C,823
4932.YAL011W,4932.YLR052W,920
4932.YAL011W,4932.YNL215W,732
4932.YAL011W,4932.YNL107W,984
4932.YAL011W,4932.YFL013C,902
4932.YAL011W,4932.YLR085C,986
4932.YAL011W,4932.YDR485C,997
4932.YAL011W,4932.YJL168C,721
4932.YAL011W,4932.YBR231C,996
4932.YAL011W,4932.YGR002C,986
4932.YAL011W,4932.YFL039C,980
4932.YAL011W,4932.YDR334W,992
4932.YAL011W,4932.YPL235W,986
4932.YAL012W,4932.YJR137C,807
4932.YAL012W,4932.YPL023C,769
4932.YAL012W,4932.YGR171C,908
4932.YAL012W,4932.YCL064C,880
4932.YAL012W,4932.YJL101C,952
4932.YAL012W,4932.YML082W,982
4932.YAL012W,4932.YKL106W,930
4932.YAL012W,4932.YLR027C,946
4932.YAL012W,4932.YER091C,988
4932.YAL012W,4932.YJR148W,936
4932.YAL012W,4932.YJR139C,953
4932.YAL012W,4932.YPL273W,922
4932.YAL012W,4932.YLR180W,839
4932.YAL012W,4932.YFR055W,930
4932.YAL012W,4932.YJR130C,960
4932.YAL012W,4932.YLL058W,959
4932.YAL012W,4932.YGR012W,982
4932.YAL012W,4932.YHR208W,923
4932.YAL012W,4932.YLL062C,942
4932.YAL012W,4932.YER043C,952
4932.YAL012W,4932.YGL125W,728
4932.YAL012W,4932.YGL184C,930
4932.YAL012W,4932.YIL083C,802
4932.YAL012W,4932.YMR300C,886
4932.YAL012W,4932.YHR025W,924
4932.YAL012W,4932.YNL277W,716
4932.YAL012W,4932.YER052C,711
4932.YAL012W,4932.YGR155W,999
4932.YAL012W,4932.YLR303W,942
4932.YAL012W,4932.YKL001C,762
4932.YAL012W,4932.YPR167C,719
4932.YAL012W,4932.YHR106W,909
4932.YAL012W,4932.YFR030W,737
4932.YAL012W,4932.YDR502C,722
4932.YAL012W,4932.YFR044C,816
4932.YAL012W,4932.YOR251C,958
4932.YAL012W,4932.YGR264C,914
4932.YAL012W,4932.YER086W,874
4932.YAL012W,4932.YDR353W,929
4932.YAL013W,4932.YCR033W,825
4932.YAL013W,4932.YBL054W,768
4932.YAL013W,4932.YER088C,759
4932.YAL013W,4932.YPL016W,820
4932.YAL013W,4932.YNL330C,994
4932.YAL013W,4932.YDL076C,988
4932.YAL013W,4932.YPR023C,954
4932.YAL013W,4932.YMR053C,903
4932.YAL013W,4932.YGL194C,796
4932.YAL013W,4932.YDR207C,970
4932.YAL013W,4932.YMR075W,969
4932.YAL013W,4932.YNL097C,994
4932.YAL013W,4932.YMR263W,996
4932.YAL013W,4932.YPL181W,996
4932.YAL013W,4932.YLR183C,750
4932.YAL013W,4932.YNL309W,902
4932.YAL013W,4932.YBR103W,782
4932.YAL013W,4932.YKL185W,972
4932.YAL013W,4932.YIL084C,993
4932.YAL013W,4932.YPL139C,997
4932.YAL013W,4932.YOL004W,983
4932.YAL013W,4932.YKR029C,836
4932.YAL013W,4932.YBR095C,998
4932.YAL014C,4932.YDR468C,971
4932.YAL014C,4932.YLR093C,993
4932.YAL014C,4932.YGL098W,769
4932.YAL014C,4932.YLR078C,757
4932.YAL014C,4932.YMR197C,999
4932.YAL014C,4932.YOL018C,956
4932.YAL014C,4932.YMR183C,880
4932.YAL014C,4932.YOR106W,990
4932.YAL014C,4932.YKL196C,989
4932.YAL014C,4932.YAL030W,945
4932.YAL014C,4932.YIL004C,793
4932.YAL014C,4932.YOR327C,960
4932.YAL014C,4932.YHL031C,871
4932.YAL014C,4932.YKL006C-A,835
4932.YAL014C,4932.YPL232W,952
4932.YAL014C,4932.YMR017W,823
4932.YAL014C,4932.YOR036W,993
4932.YAL014C,4932.YGL095C,852
4932.YAL014C,4932.YOR075W,813
4932.YAL014C,4932.YGR009C,866
4932.YAL014C,4932.YGL212W,953
4932.YAL014C,4932.YLR268W,872
4932.YAL014C,4932.YLR026C,885
4932.YAL014C,4932.YBL050W,920
4932.YAL015C,4932.YDR263C,736
4932.YAL015C,4932.YBL019W,967
4932.YAL015C,4932.YKL113C,771
4932.YAL015C,4932.YGR258C,725
4932.YAL015C,4932.YML032C,715
4932.YAL015C,4932.YOR001W,775
4932.YAL015C,4932.YML021C,913
4932.YAL015C,4932.YML060W,958
4932.YAL015C,4932.YDR296W,766
4932.YAL015C,4932.YML105C,808
4932.YAL015C,4932.YCR012W,798
4932.YAL015C,4932.YPR088C,703
4932.YAL015C,4932.YKL114C,993
4932.YAL015C,4932.YPL167C,806
4932.YAL015C,4932.YMR201C,799
4932.YAL015C,4932.YOL043C,980
4932.YAL015C,4932.YPL022W,786
4932.YAL016C-B,4932.YBL071C,794
4932.YAL016C-B,4932.YMR304C-A,768
4932.YAL016C-B,4932.YHR056W-A,793
4932.YAL016C-B,4932.YMR052C-A,774
4932.YAL016C-B,4932.YKL165C-A,808
4932.YAL016C-B,4932.YMR173W-A,756
4932.YAL016C-B,4932.YCR013C,793
4932.YAL016C-B,4932.YLR339C,732
4932.YAL016C-B,4932.YNL319W,815
4932.YAL016C-B,4932.YPR136C,800
4932.YAL016C-B,4932.YMR151W,793
4932.YAL016C-B,4932.YBR191W-A,805
4932.YAL016C-B,4932.YLR163W-A,830
4932.YAL016C-B,4932.YMR075C-A,710
4932.YAL016W,4932.YDL047W,997
4932.YAL016W,4932.YIL153W,974
4932.YAL016W,4932.YJL076W,953
4932.YAL016W,4932.YAL024C,843
4932.YAL016W,4932.YGL190C,999
4932.YAL016W,4932.YLR249W,948
4932.YAL016W,4932.YMR273C,921
4932.YAL016W,4932.YOR195W,931
4932.YAL016W,4932.YDL134C,999
4932.YAL016W,4932.YGR161C,973
4932.YAL016W,4932.YDR075W,997
4932.YAL016W,4932.YHR075C,990
4932.YAL016W,4932.YOR073W,935
4932.YAL016W,4932.YDL188C,999
4932.YAL016W,4932.YBR158W,994
4932.YAL016W,4932.YHR158C,782
4932.YAL016W,4932.YPL152W,998
4932.YAL016W,4932.YNL217W,882
4932.YAL016W,4932.YMR029C,965
4932.YAL016W,4932.YNL127W,980
4932.YAL016W,4932.YML109W,930
4932.YAL016W,4932.YNL014W,963
4932.YAL016W,4932.YNL201C,935
4932.YAL016W,4932.YPR040W,735
4932.YAL016W,4932.YKL190W,908
4932.YAL016W,4932.YNR032W,947
4932.YAL016W,4932.YMR028W,944
4932.YAL016W,4932.YLR433C,962
4932.YAL016W,4932.YOR014W,999
4932.YAL016W,4932.YML057W,965
4932.YAL016W,4932.YPL226W,960
4932.YAL016W,4932.YBL046W,954
4932.YAL016W,4932.YER133W,795
4932.YAL016W,4932.YDR435C,888
4932.YAL017W,4932.YKL035W,844
4932.YAL017W,4932.YDR099W,767
4932.YAL018C,4932.YBR168W,782
4932.YAL018C,4932.YJL155C,709
4932.YAL018C,4932.YBL010C,952
4932.YAL018C,4932.YAL067C,754
4932.YAL018C,4932.YBL043W,849
4932.YAL019W,4932.YBR010W,814
4932.YAL019W,4932.YOL090W,827
4932.YAL019W,4932.YBR084W,749
4932.YAL019W,4932.YJL090C,771
4932.YAL019W,4932.YMR190C,933
4932.YAL019W,4932.YOR033C,980
4932.YAL019W,4932.YDR217C,844
4932.YAL019W,4932.YHR164C,945
4932.YAL019W,4932.YBR245C,721
4932.YAL020C,4932.YBR246W,772
4932.YAL020C,4932.YHR111W,782
4932.YAL020C,4932.YLR384C,702
4932.YAL020C,4932.YPL204W,717
4932.YAL020C,4932.YHR187W,726
4932.YAL020C,4932.YFL038C,811
4932.YAL020C,4932.YBL071W-A,999
4932.YAL020C,4932.YKL110C,956
4932.YAL020C,4932.YNL119W,735
4932.YAL020C,4932.YML014W,783
4932.YAL020C,4932.YMR312W,761
4932.YAL020C,4932.YPL086C,833
4932.YAL020C,4932.YIL103W,864
4932.YAL020C,4932.YKL191W,845
4932.YAL021C,4932.YKR036C,941
4932.YAL021C,4932.YER165W,893
4932.YAL021C,4932.YGR134W,991
4932.YAL021C,4932.YDR448W,994
4932.YAL021C,4932.YGR178C,798
4932.YAL021C,4932.YNL139C,738
4932.YAL021C,4932.YML069W,810
4932.YAL021C,4932.YGL178W,937
4932.YAL021C,4932.YGL094C,985
4932.YAL021C,4932.YDR138W,913
4932.YAL021C,4932.YOL149W,901
4932.YAL021C,4932.YHR152W,751
4932.YAL021C,4932.YGL014W,707
4932.YAL021C,4932.YMR264W,734
4932.YAL021C,4932.YLL013C,889
4932.YAL021C,4932.YEL015W,893
4932.YAL021C,4932.YNL118C,816
4932.YAL021C,4932.YPL046C,724
4932.YAL021C,4932.YGL244W,794
4932.YAL021C,4932.YLR226W,707
4932.YAL021C,4932.YKL025C,957
4932.YAL021C,4932.YBL032W,891
4932.YAL021C,4932.YDL140C,996
4932.YAL021C,4932.YHR167W,755
4932.YAL021C,4932.YKL139W,738
4932.YAL021C,4932.YGR116W,850
4932.YAL021C,4932.YNL230C,724
4932.YAL021C,4932.YPR072W,999
4932.YAL021C,4932.YML062C,775
4932.YAL021C,4932.YCR077C,966
4932.YAL021C,4932.YNR052C,999
4932.YAL021C,4932.YGL173C,910
4932.YAL021C,4932.YKL160W,720
4932.YAL021C,4932.YJL124C,899
4932.YAL021C,4932.YIL038C,999
4932.YAL021C,4932.YFL028C,955
4932.YAL021C,4932.YNL288W,999
4932.YAL021C,4932.YJL006C,724
4932.YAL021C,4932.YDR252W,948
4932.YAL021C,4932.YCR093W,999
4932.YAL021C,4932.YFL010C,938
4932.YAL021C,4932.YGR063C,737
4932.YAL021C,4932.YLR418C,998
4932.YAL021C,4932.YBR279W,998
4932.YAL021C,4932.YML010W,779
4932.YAL021C,4932.YGR092W,836
4932.YAL021C,4932.YGL207W,787
4932.YAL021C,4932.YOR123C,768
4932.YAL021C,4932.YOL145C,741
4932.YAL021C,4932.YER068W,999
4932.YAL021C,4932.YML112W,724
4932.YAL021C,4932.YDL160C,999
4932.YAL021C,4932.YDL165W,999
4932.YAL022C,4932.YOR155C,766
4932.YAL022C,4932.YDR400W,829
4932.YAL023C,4932.YML019W,793
4932.YAL023C,4932.YDR483W,709
4932.YAL023C,4932.YMR307W,831
4932.YAL023C,4932.YJR143C,966
4932.YAL023C,4932.YDL093W,974
4932.YAL023C,4932.YBR015C,727
4932.YAL023C,4932.YJR075W,927
4932.YAL023C,4932.YOR002W,891
4932.YAL023C,4932.YCR017C,739
4932.YAL023C,4932.YOR321W,983
4932.YAL023C,4932.YJL062W,804
4932.YAL023C,4932.YJL034W,723
4932.YAL023C,4932.YKL120W,839
4932.YAL023C,4932.YNL158W,720
4932.YAL023C,4932.YOR008C,757
4932.YAL023C,4932.YDL095W,999
4932.YAL023C,4932.YJL183W,834
4932.YAL023C,4932.YPL050C,939
4932.YAL023C,4932.YBR229C,858
4932.YAL023C,4932.YFL031W,738
4932.YAL023C,4932.YML115C,941
4932.YAL023C,4932.YBL082C,746
4932.YAL023C,4932.YOR085W,856
4932.YAL023C,4932.YGL022W,757
4932.YAL023C,4932.YDR245W,947
4932.YAL023C,4932.YKR007W,994
4932.YAL023C,4932.YEL036C,935
4932.YAL023C,4932.YBR004C,733
4932.YAL023C,4932.YGL027C,911
4932.YAL024C,4932.YOR373W,787
4932.YAL024C,4932.YHR158C,985
4932.YAL024C,4932.YGR238C,930
4932.YAL024C,4932.YAR019C,991
4932.YAL024C,4932.YNL298W,807
4932.YAL024C,4932.YOR195W,998
4932.YAL024C,4932.YOR233W,986
4932.YAL024C,4932.YLR079W,801
4932.YAL024C,4932.YGL190C,996
4932.YAL024C,4932.YIL106W,972
4932.YAL024C,4932.YMR055C,990
4932.YAL024C,4932.YGR098C,825
4932.YAL024C,4932.YPR119W,888
4932.YAL024C,4932.YKR054C,796
4932.YAL024C,4932.YJL076W,945
4932.YAL024C,4932.YGR092W,951
4932.YAL024C,4932.YML064C,999
4932.YAL024C,4932.YBR160W,928
4932.YAL024C,4932.YPR017C,801
4932.YAL024C,4932.YHR152W,998
4932.YAL024C,4932.YPL269W,797
4932.YAL024C,4932.YPR111W,957
4932.YAL024C,4932.YMR001C,882
4932.YAL024C,4932.YHL007C,920
4932.YAL024C,4932.YJR053W,981
4932.YAL024C,4932.YNL098C,909
4932.YAL024C,4932.YLR229C,905
4932.YAL024C,4932.YGR152C,935
